Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
North America,NAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18674.86921,18796.48598,19651.24198,20227.83199,21109.74908,22168.78429,23328.5581,23648.46229,24526.66684,25069.23446,24880.84736,25351.28439,26402.24711,27643.45813,27319.8015,27024.96971,28213.95114,29192.22777,30439.69962,31076.40931,30756.1418,31244.33103,30345.0946,31391.58496,33333.71427,34431.12565,35254.92464,36151.39232,37313.7675,38245.8665,38461.46633,37850.97233,38572.56724,39120.62186,40219.63011,40817.01397,41805.19927,43145.47111,44552.45351,46179.77405,47577.96307,47590.20621,47992.63349,48872.84224,50256.26053,51517.46424,52436.13009,52981.80977,52571.2488,50741.68384,51678.98459,52157.15554,52919.07483,53655.66166,54606.9502,55701.81244,56248.6714,57260.56823,58585.17019,59670.48231,57649.74419,60850.41364,61794.69301,62823.20098
Namibia,NAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,3563.279243,3556.355053,3478.344131,3323.800656,3225.659531,3147.809821,3196.487167,3203.742092,3116.106716,2976.593149,2857.947224,2989.541502,3103.470195,2957.046518,2914.36064,2939.49125,2951.135735,2997.249905,3019.735948,3047.186285,3082.759207,3056.467683,3148.352775,3235.746737,3587.838725,3634.620326,3845.288374,4001.708988,4053.219999,4007.485266,4186.042147,4330.944029,4476.414353,4648.317151,4846.889512,4965.672765,4880.445038,4746.183329,4714.452518,4596.619576,4152.180648,4232.018936,4394.397099,4511.889397
New Caledonia,NCL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32428.57223,,,,,,,,
Niger,NER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,744.026216,755.1597624,808.424052,858.8110712,834.9682073,867.0845952,839.1380621,816.3426605,796.5339211,732.1158176,734.0142362,755.1067383,697.3079232,563.2207064,596.4699827,564.2901321,552.6778876,579.1261939,638.4148629,663.8426425,628.0315773,607.9017897,602.3685206,561.7940321,453.4143367,473.8835086,488.9680611,474.7735386,492.2067127,481.9889736,461.2155281,445.1494911,440.1397982,427.8457645,421.9988705,418.2441133,404.8044653,397.5052339,422.6201058,407.554434,389.077523,403.1766236,408.5713581,403.0641994,390.4248235,404.2805689,413.0559602,410.8033081,426.6056804,419.1732488,438.4638827,432.2975623,460.0322366,466.333676,478.8551539,481.1113011,489.4338123,494.6354943,510.5955143,520.9346433,519.6960778,507.7103245,547.4201513,540.5848243
Nigeria,NGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1459.043228,1432.284233,1460.277528,1552.370337,1594.747188,1636.820162,1533.626013,1265.236706,1223.531852,1487.429936,1818.957226,2031.562105,2051.675454,2110.382553,2286.364765,2108.458988,2234.860052,2300.766886,2103.586316,2178.579526,2201.687808,1856.069976,1680.336031,1459.737683,1408.208654,1451.369001,1414.697626,1422.825477,1488.176799,1477.611948,1608.779561,1573.702248,1605.548136,1533.183686,1467.091921,1429.012072,1451.819572,1457.227896,1457.70111,1429.405592,1462.535997,1508.55359,1693.745727,1769.882237,1882.181986,1950.122368,2013.274011,2088.60443,2170.058816,2281.386346,2397.323545,2455.746494,2490.213111,2585.647196,2677.493581,2679.554223,2570.959759,2526.99961,2512.080475,2505.462239,2401.183415,2429.58529,2449.587981,2460.394496
Nicaragua,NIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1665.43938,1736.981789,1868.593804,2009.583086,2177.158293,2312.275578,2315.386804,2399.745267,2355.235137,2422.499074,2376.827031,2376.901942,2357.163928,2434.02856,2692.691725,2605.531445,2657.567863,2793.504761,2500.577017,1789.39929,1821.488142,1865.885901,1800.704139,1835.056879,1762.129377,1650.436449,1595.908579,1548.674734,1324.997757,1271.649565,1241.408719,1210.577399,1187.836637,1157.157813,1170.296753,1214.108473,1266.864377,1294.634113,1321.474494,1393.354502,1429.738789,1452.356997,1444.87519,1463.471192,1523.140396,1568.433677,1611.37865,1669.725303,1702.696299,1623.001447,1669.944718,1749.504365,1835.947584,1898.442933,1960.688178,2025.324776,2087.696864,2153.612732,2052.133383,1965.275495,1904.492904,2071.923795,2119.395179,2185.448135
Netherlands,NLD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14276.87006,14131.96018,14885.5239,15218.45819,16258.80237,17423.25487,17668.72595,18392.04368,19369.88824,20377.92381,21362.84766,22021.64764,22570.48065,23603.18148,24224.24382,24009.75801,24883.60383,25359.53659,25883.5491,26223.24617,26365.67196,25980.21822,25540.47962,25970.48388,26659.58574,27220.21944,27823.99967,28181.95965,28964.02127,30063.37077,31106.05196,31614.65289,31911.83537,32088.7066,32840.2781,33696.74383,34715.16163,36032.04025,37480.70945,39106.38816,40456.94224,41087.04217,40914.3255,40785.12222,41450.40427,42201.77541,43592.30274,45138.67844,45939.1482,44027.60256,44390.50441,44869.31294,44242.97353,44055.30426,44521.89454,45193.40322,45938.78504,46997.34545,47826.81912,48443.73205,46303.21886,48913.51899,50546.78937,50100.19137
Norway,NOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19209.41499,20252.96514,20656.2514,21276.6122,22174.35623,23165.63154,23851.61258,25132.66256,25485.4949,26417.40818,26735.83041,28055.27617,29325.64879,30441.27638,31439.597,32814.91571,34564.06869,35850.33486,37095.61386,38585.98736,40217.74817,40720.21481,40666.40512,42142.33666,44567.00468,46901.32429,48623.38469,49244.9632,48855.81141,49159.70362,49937.45578,51233.03611,52758.94525,53938.02132,56343.01054,58380.54002,61005.88004,63882.4765,65197.94631,66094.73546,67846.59685,68899.5269,69472.98367,69719.31227,72090.98629,73524.25492,74729.73661,76115.70667,75535.21179,73141.30734,72804.39562,72660.67541,73661.67859,73515.91449,74180.32387,74809.9658,75017.49447,76247.41166,76373.62411,76712.28713,75287.20595,77812.71157,79434.62565,78939.40477
Nepal,NPL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,325.7304268,325.6307562,325.3977295,325.0454309,342.5372754,331.4827015,347.482143,334.8579119,329.9430491,337.3022929,338.5348337,327.3246911,330.3577588,321.788113,334.8782018,332.4547417,339.6343395,342.1936732,349.1510595,349.2175686,333.2050454,352.65168,357.5319925,338.7321891,362.835235,376.3712935,384.8586444,383.0707452,403.8603431,412.0073484,420.7431191,436.1041659,441.4821801,446.2935234,471.2742627,476.4531914,491.3027714,505.774406,511.0529672,523.8826082,546.9316241,564.0754252,556.3682303,570.419573,589.7576142,603.7488459,618.5592909,635.0000812,669.5565403,696.1427657,726.0552774,748.0124926,781.1038709,807.1369389,853.1480484,882.3076616,878.1503867,946.042556,1006.606907,1061.486276,1018.107911,1042.973972,1083.220378,1091.895691
Nauru,NRU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,28582.64005,28912.06805,29296.21545,29683.88119,30087.96546,30517.0693,29223.13207,27884.73721,26739.93515,25832.58598,24943.82851,24064.7178,23444.79404,22318.95048,20908.09713,19859.64721,18815.8776,17801.54292,16795.80335,15824.57248,14910.96396,11707.98194,9584.506029,7963.472192,7619.827051,6987.509374,6141.561388,5581.954708,4917.308855,4591.675736,4279.334477,3995.398203,3601.172859,3613.86839,3460.94709,3194.7553,2929.675752,2800.757835,4929.928136,4660.593267,4656.952534,5319.980394,6513.885735,6623.941052,7500.734697,7587.25441,7726.693567,7084.350996,6881.754242,7341.868206,7346.670448,7792.163221,7861.683478,7847.664871
New Zealand,NZL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17776.55107,18002.38959,18091.22576,18817.60836,19552.16732,20407.72502,21298.00016,19960.99459,19777.0036,21599.07117,21010.02551,21482.05411,22185.92737,23452.90913,24345.54024,23463.02606,23472.35109,22478.30205,22542.68018,23127.13025,23394.77461,24389.86285,24373.24734,24883.59253,25851.72624,26107.48931,26820.42667,26848.63211,26680.10989,26595.19432,26391.14259,24868.73852,24880.20371,26170.4401,27146.82567,28015.58644,28571.40751,28785.19584,28776.02222,30164.0852,30848.18609,31713.13018,32636.13755,33511.55049,34367.00624,35120.73551,35659.59617,36406.14081,35651.01564,35278.04078,35392.01734,35910.41736,36531.74845,37252.75706,38014.64355,38639.35019,39197.32753,39691.21332,40350.9122,40651.97447,39596.52662,41225.79278,42320.89244,41724.96853
OECD members,OED,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11079.7469,11409.97376,11877.18798,12312.43759,12930.84113,13460.41798,14033.13159,14395.24521,15074.28018,15725.01188,15979.47298,16366.41913,17048.68101,17878.20896,17877.76639,17713.57847,18372.27139,18878.16787,19517.25419,20084.6345,20145.48223,20392.86517,20252.5399,20664.50166,21473.14973,22097.70359,22588.82589,23206.92779,24067.69595,24771.98576,25276.57034,25314.61826,25599.14271,25723.69989,26328.87718,26813.48197,27428.61402,28203.91058,28843.10052,29609.93354,30599.59272,30800.35912,31039.74879,31437.84162,32226.28114,32896.89337,33643.83676,34264.38475,34134.80859,32745.95784,33497.40855,33951.98474,34216.16407,34551.57894,35078.49725,35733.34403,36164.49629,36877.32189,37519.45856,37993.02015,36291.97949,38296.8617,39203.91185,39640.28056
Oman,OMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,2687.100647,2763.062425,4485.64933,7962.525569,9757.972125,10830.49281,10640.46209,11368.33222,9473.139759,10197.43634,12164.85938,14007.17637,13461.48081,12302.0228,12160.74756,12208.93235,13517.48759,14251.02645,15710.7832,17347.2758,18608.26086,17795.29384,16175.50522,16189.13045,17138.08619,16255.58587,16418.08446,16992.18726,17265.50242,17415.15356,17957.15591,18191.92202,18983.47327,19193.29097,18983.18389,19953.67518,20581.26361,20109.05456,19347.52352,19301.80671,19418.01505,20097.9004,20629.84337,21939.84744,22879.50516,21782.79938,20142.15705,19888.75386,19387.08277,18694.31095,18777.43306,18799.80845,18260.00507,18256.65315,18044.27045,17662.24284,18300.762,18856.87524,18821.98183
Other small states,OSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,4855.934715,5637.629958,6135.959209,6393.736132,6941.180538,6821.499139,6390.322495,6365.16193,6385.441638,6545.123931,6513.474151,6578.561902,6904.376158,7079.269821,7146.663339,7344.089499,7270.021327,7174.847369,7316.61521,7438.56166,7726.933409,7925.796993,8190.813634,8455.420803,8554.584858,9021.154421,9187.20972,9375.180336,9669.142893,9996.659562,10321.98283,10802.94639,11299.02008,11342.58676,10764.97793,10919.0733,11146.05936,11211.15578,11262.27958,11378.41294,11597.28561,11888.82903,12287.06536,12616.29647,12993.12806,12160.07768,12876.6358,13316.49439,13507.37829
Pakistan,PAK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,411.7556261,426.1462291,435.0718489,461.722936,484.613763,521.8020801,537.9253256,552.1313665,576.2977985,591.6775739,640.9175865,627.124035,615.731265,641.0152393,645.0105086,652.6603355,665.7527103,670.8280021,702.1589422,703.9087103,744.8645744,769.082523,786.1681634,809.4834055,824.0355368,858.1367285,873.8832861,897.8545314,933.0533581,946.8599203,956.9938447,973.4698736,1021.310788,1013.010012,1020.798331,1040.288297,1057.983211,1037.746204,1033.882828,1041.523364,1053.004306,1058.221014,1058.780567,1091.801238,1151.280409,1208.68129,1255.207288,1283.222051,1282.187976,1297.465219,1287.615773,1294.509983,1309.937007,1346.289281,1382.094202,1421.835278,1497.168722,1542.904071,1612.835353,1626.748868,1578.429633,1650.692674,1696.95649,1663.987381
Panama,PAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2723.059769,2932.534708,3080.230465,3243.001738,3285.000093,3478.936629,3632.092764,3827.641424,3976.971698,4190.643808,4357.457066,4645.093873,4725.887511,4846.538604,4835.6957,4794.535852,4753.343427,4689.0862,5026.501173,5131.151787,5668.596845,6048.007682,6224.940751,5808.650976,5829.69466,5980.010557,6055.837553,5816.15976,4929.410382,4900.565507,5186.250569,5556.633193,5889.180034,6083.965843,6130.672688,6112.472797,6234.36133,6504.827552,6843.986842,6972.060094,7021.546436,6925.078657,6943.42606,7097.577559,7486.276751,7872.785496,8394.745809,9228.07257,9952.916841,9895.254783,10286.20311,11248.00341,12130.22864,12741.38045,13155.45367,13669.55944,14099.93633,14634.84251,14922.12999,15166.8809,12307.2592,14069.87941,15388.05586,16294.0326
Peru,PER,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2704.879948,2818.844456,3011.47853,3051.189563,3157.321501,3238.783309,3405.493752,3436.489155,3344.813424,3365.286879,3389.141331,3455.645113,3480.627071,3602.724501,3840.823573,3906.306872,3866.357174,3784.725801,3593.060405,3647.80848,3768.898142,3880.552171,3778.76365,3304.091724,3341.883838,3331.143741,3561.833154,3820.739017,3382.701758,2900.309943,2695.373504,2697.372827,2628.753626,2711.691163,2985.853465,3146.045137,3174.60051,3319.169397,3248.184814,3242.239152,3279.35543,3255.590278,3392.994751,3497.357914,3635.157739,3828.852729,4083.205211,4397.051147,4764.070502,4782.549808,5142.014366,5421.334248,5701.604321,5977.182688,6056.033757,6180.119268,6337.580493,6400.038232,6530.422998,6550.448015,5750.200311,6438.74995,6549.33483,6455.827682
Philippines,PHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1100.310897,1129.06968,1150.705954,1197.418006,1204.296743,1234.291002,1254.715638,1285.458808,1314.966572,1341.450895,1355.372201,1391.750646,1430.443072,1517.7947,1532.080026,1577.253812,1673.091911,1719.796674,1760.04571,1808.731182,1853.073579,1867.890681,1889.091209,1877.700021,1703.273078,1548.896509,1566.208018,1597.362065,1665.44515,1728.099407,1739.945187,1691.657931,1659.144918,1655.84268,1688.232484,1725.502381,1782.994441,1829.71862,1776.984542,1794.129791,1831.699208,1848.014938,1877.561653,1933.64798,2020.1297,2079.331829,2149.006267,2246.689887,2300.856105,2291.62276,2415.783575,2464.684348,2589.134397,2717.679777,2843.843604,2974.296917,3130.910641,3289.472268,3439.100523,3589.613636,3195.538883,3328.042355,3528.330428,3667.565537
Palau,PLW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,12922.70732,12526.83636,12123.47958,11790.53629,11690.18827,11744.15517,11802.94158,12044.74021,12059.42924,12099.28849,12101.24401,11925.53803,11618.27405,11562.48723,11800.37209,12127.29616,12474.81842,12855.18776,13254.85626,13671.78526,14098.34204,14461.75661,13228.33271,11334.93424,11879.54225,12838.33429,13755.48352,13637.32769,13500.55832,12423.57577,11887.83899,12595.46583,13211.95391,12767.43673,13252.35425,13757.31024,13888.7648,14317.00141,13717.43246,12907.96685,12989.66137,13879.08926,14283.28115,13959.27485,14705.77581,16141.16966,16263.49987,15669.36573,15744.79821,15841.87863,14597.33504,12493.61215,12426.97571,12480.62829
Papua New Guinea,PNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1318.80271,1365.920728,1420.271116,1445.720461,1536.297471,1658.398658,1716.718514,1747.246545,1782.957775,1886.343364,2042.039282,2119.285199,2186.245546,2275.437853,2282.587379,2212.994687,2092.060403,2064.888291,2194.767744,2189.213668,2095.466105,2047.317201,2012.508727,2034.356593,1984.615762,2020.23212,2069.812912,2081.411502,2095.798721,2019.688199,1907.733734,2023.871854,2223.031379,2532.804058,2586.800438,2411.85775,2506.381542,2323.773452,2158.560476,2123.186658,1999.969368,1930.873886,1864.302198,1842.612992,1831.943589,1886.527549,1926.513277,2013.196042,1946.228522,2016.18464,2154.694455,2116.22446,2154.099938,2177.070652,2408.108306,2502.073445,2575.067512,2603.015033,2536.083188,2590.493924,2455.145342,2387.069503,2462.549092,2482.719882
Poland,POL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111.34533,4735.927698,4840.168585,5008.349089,5262.315235,5628.446239,5968.114357,6348.841217,6641.085312,6950.797735,7344.120761,7438.603435,7593.559655,7864.518264,8261.227441,8554.693897,9084.949214,9731.769454,10139.11914,10419.21487,10755.65644,11291.90359,11466.41593,11571.61485,12024.60951,12560.05142,12936.57326,13599.81802,14408.38439,15053.23237,14774.9892,15863.23111,17178.66834,17269.99417
Pre-demographic dividend,PRE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,951.1399937,926.5884033,960.2783174,991.735806,1012.606168,1031.069602,1017.328548,934.4854841,944.057294,1024.633114,1084.548609,1155.953243,1164.637583,1180.023842,1243.920073,1204.243415,1251.990282,1273.907113,1233.649606,1264.469015,1281.516965,1200.830934,1156.942867,1071.749222,1048.540697,1056.955552,1055.31007,1067.705195,1080.49653,1067.051995,1127.156222,1008.99772,1004.606862,969.6467033,938.3076258,938.0481896,965.0384978,999.7375754,1040.653316,1055.057577,1083.327271,1099.162519,1129.87317,1088.132786,1183.298864,1217.72112,1256.980564,1297.32402,1341.233762,1365.869326,1413.3705,1431.153995,1448.060258,1487.937159,1518.857029,1524.757279,1517.952191,1499.743989,1496.46254,1503.927671,1425.639079,1431.58238,1452.123349,1447.857397
Puerto Rico,PRI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6307.407293,6634.174605,7037.95691,7481.306376,7854.210724,8445.134869,8971.253005,9455.069638,9883.653916,10721.31943,11476.95042,12012.21192,12622.28376,13136.25348,13241.15442,12914.14703,13495.66811,14091.18908,14871.8653,15851.89228,16329.15347,16330.41843,15905.01942,15374.51178,16125.05699,16463.00212,17117.41576,17935.03493,18815.91653,19453.76692,18733.64525,19030.24154,19770.76847,20515.52072,21176.67017,21936.41792,22193.57914,23061.3345,24197.30975,25374.10171,26131.96308,27722.36719,27940.38262,27937.81659,30375.78958,29815.21642,29519.73868,29347.846,28976.13104,28565.76792,28592.07758,28820.97805,29180.36683,29426.11192,29554.57854,29763.4883,29961.54301,29809.23499,29686.96885,30181.14985,28145.00535,28416.7799,29819.88844,30122.84123
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4061.119756,4251.532201,4500.15599,4745.292668,5041.958845,5440.683384,5705.41338,6174.900744,6751.76626,6957.107258,7658.74429,8201.296281,8872.36568,9863.078914,9837.615778,9059.007114,9412.554133,9834.922536,10003.35441,10454.76012,10816.95181,10897.08402,11061.94529,10991.67952,10743.64369,11015.09312,11460.79448,12195.43862,13122.40214,13987.96514,14572.28838,15243.93004,15421.99489,15088.41396,15193.05474,15788.98311,16280.93715,16921.72194,17645.90583,18231.83976,18795.03115,19025.69569,19067.65543,18819.44374,19110.32084,19224.03465,19501.23301,19950.8441,19985.69833,19343.28005,19670.36107,19365.18165,18654.95753,18584.55405,18833.05183,19250.10654,19700.91,20441.4858,21057.61748,21617.41162,19802.22891,20807.52768,22125.93919,22377.66612
Paraguay,PRY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1499.155404,1564.312336,1576.812582,1610.593839,1637.137812,1695.689752,1687.874411,1798.962449,1837.103223,1879.990296,1940.184144,2001.932537,2085.812079,2184.717706,2309.779197,2407.522054,2525.486885,2746.859608,3001.570519,3273.613949,3562.600626,3785.552798,3631.19379,3424.251146,3423.803622,3479.869123,3551.65062,3715.668035,3827.581325,3982.347846,4036.32209,4068.292224,4031.816003,4125.556105,4239.49974,4421.910046,4388.797502,4473.74335,4381.167439,4233.118507,4056.23877,3954.70132,3897.783001,4015.500749,4129.771025,4171.24517,4326.108777,4515.399533,4761.879612,4701.61676,5163.476069,5315.393912,5207.027324,5561.548479,5774.583479,5861.401895,6025.096769,6226.68542,6338.513678,6229.224895,6095.391375,6259.738739,6199.600382,6415.429285
